Index,Description,Reviews,Price,Discount,Brand,TV_Type,TV_Size,TV_Pixels,Status,Month
641,"Refurbished (Good) - LG 75"" 4K UHD HDR LED webOS Smart TV (75UP7300PUC) - Dark Grey",0,$799,$700,LG,LED,75,4K,Refurbished,July
642,"REFURBISHED (GOOD) - LG 75"" QNED80AQA LED 4K UHD Quantum Dot NanoCell Smart TV (75QNED80AQA)",0,"$1,099.99",15.5,LG,QNED,75,4K,Refurbished,July
643,"Open Box - Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q70AAFXZC) - 2021",0,"$1,869.99",15.5,Samsung,LED,75,4K,Open Box,July
644,"Open Box - Sony 75"" 4K UHD HDR LED Google Smart TV (KD75X85J) - 2021",3,"$1,229.99",0,Sony,LED,75,4K,Open Box,July
645,Hisense 50-Inch Class R6 Series Dolby Vision HDR 4K UHD Roku Smart TV,471,$749.99,$130,Hisense,HDR,50,4K,New,July
646,"Samsung 55"" TU7000 Smart 4K UHD TV -Open Box",0,$699.99,"$2,245",Samsung,UHD,55,4K,Open Box,July
647,"Open Box - Sony BRAVIA XR A90J 83"" 4K UHD HDR OLED Smart Google TV (XR83A90J) - *BC/AB/SK/MB DELIVERY ONLY*",0,"$4,954.99",$410,Sony,OLED,83,4K,Open Box,July
648,"Open Box - Samsung The Serif 43"" 4K UHD HDR QLED Tizen Smart TV (QN43LS01BAFXZC) - 2022 - Cloud White",0,$889.99,$230,Samsung,LED,43,4K,Open Box,July
649,"Open Box - LG 55"" 4K UHD HDR QNED webOS Smart TV (55QNED80UQA) - 2022 - Dark Titan Silver/Ashed Blue *BC/AB/SK/MB DELIVERY ONLY*",0,$669.99,15.5,LG,QNED,55,4K,Open Box,July
650,"Open Box - Insignia 50"" 4K UHD HDR QLED Fire Smart TV (NS-50F501CA22) - 2020",0,$467.99,0,Insignia,LED,50,4K,Open Box,July
651,"Samsung 58"" TU7000 (2020) 4K Crystal UHD HDR Smart TV (UN58TU7000)",46736,"$1,012.99","$1,000",Samsung,HDR,58,4K,New,July
652,"Open Box - Samsung 85"" 4K UHD Neo QLED Tizen Smart TV (QN85QN85BAFXZC) - Titan Black *LOCAL TORONTO DELIVERY ONLY*",0,"$2,299.99",$520,Samsung,LED,85,4K,Open Box,July
653,"Open Box - Sony X85K 75"" 4K UHD HDR LED Smart Google TV (KD75X85K) *LOCAL TORONTO DELIVERY ONLY*",0,"$1,279.99",$100,Sony,LED,75,4K,Open Box,July
654,"Open Box Sony X75K 65"" 4K UHD HDR LED Smart Google TV (KD65X75K) - 2022 *Local Toronto Delivery Only*",0,$749.99,$95,Sony,LED,65,4K,New,July
655,"Samsung 58"" 4K UHD HDR LED Tizen Smart TV (UN58RU7100FXZC) - Open Box *LOCAL TORONTO DELIVERY ONLY*",61,$603.97,$600,Samsung,LED,58,4K,Open Box,July
656,"Refurbished (Good) - VIZIO 58"" Class M7 Series Premium 4K UHD Quantum Color LED SmartCast Smart TV (M58Q7-J01)",0,$499.99,$115,VIZIO,LED,58,4K,Refurbished,July
657,"Refurbished (Excellent) - Sony 55"" 4K UHD HDR LED Android Smart TV (KD55X750H) - *BC/AB/SK/MB DELIVERY ONLY*",0,$633.97,$160,Sony,LED,55,4K,Refurbished,July
658,"Refurbished (Excellent) - Samsung 43"" 4K UHD HDR LED Tizen Smart TV (UN43TU690TFXZC) - 2022",0,$339.99,$420,Samsung,LED,43,4K,Refurbished,July
659,"Open Box - LG 75"" 4K UHD HDR LED webOS Smart TV (75UQ7590PUB) - 2022 - Dark Iron Grey *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,079.99",15.5,LG,LED,75,4K,Open Box,July
660,"Open Box - LG 55"" 4K UHD HDR LED webOS Smart TV (55UP8000PUA) - 2021",560,$689.99,$351,LG,LED,55,4K,Open Box,July
661,"Refurbished (Good) - LG 86NANO75UQA 86"" LED 4K UHD Smart webOS 22 with ThinQ AI TV",0,"$1,649",$390,LG,LED,86,4K,Refurbished,July
662,"Refurbished (Excellent) - Samsung 65"" 4K UHD HDR QLED Tizen OS Smart TV (QN65Q70AAFXZC) - 2021 - *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,109.97",0,Samsung,LED,65,4K,Refurbished,July
663,"Vizio V-series 43"" Class 4k Hdr Smart Tv - V435-j01",0,$689.99,0,VIZIO,UHD,43,4K,New,July
664,"Samsung 75"" 4K UHD Neo QLED Tizen Smart TV (QN75QN85BAFXZC) - Titan Black - Open Box",0,"$1,999.99",15.5,Samsung,LED,75,4K,Open Box,July
665,"Open Box - Samsung 75"" 8K UHD HDR Mini-LED Tizen OS Smart TV (QN75QN900AFXZC) - 2021 - Stainless Steel",0,"$5,099.99",15.5,Samsung,LED,75,8K,Open Box,July
666,"Open Box - Samsung 65"" 8K UHD HDR Mini-LED Tizen OS Smart TV (QN65QN900AFXZC) - 2021 - Stainless Steel",0,"$3,654.99",$210,Samsung,LED,65,8K,Open Box,July
667,"Refurbished (Excellent) - Toshiba 55"" 4K UHD HDR LED Smart TV (55C350KC) - Fire TV Edition - 2021 - *BC/AB/SK/MB DELIVERY ONLY*",0,$439.99,$300,Toshiba,LED,55,4K,Refurbished,July
668,"Refurbished (Excellent) - Samsung 60"" 4K UHD HDR QLED Tizen Smart TV (QN60Q62AAFXZC) - Titan Grey - *LOCAL TORONTO DELIVERY ONLY*",0,$898.97,$625,Samsung,LED,60,4K,Refurbished,July
669,"Refurbished (Excellent) - Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q80BAFXZC) - Titan Black - *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,374.97",0,Samsung,LED,75,4K,Refurbished,July
670,"Samsung The Frame 85"" 4K UHD HDR QLED Tizen Smart TV (QN85LS03BAFXZC) -2022 -Charcoal Black -Open Box",0,"$3,199.99",15.5,Samsung,LED,85,4K,Open Box,July
671,"Open Box - LG 50"" 4K UHD HDR LED webOS Smart TV (50UP8000PUA) - 2021",0,$599.99,$40,LG,LED,50,4K,Open Box,July
672,"Open Box - LG NanoCell 65"" 4K UHD HDR LED webOS Smart TV (65NANO90UPA) - 2021",0,"$1,359.99",$180,LG,LED,65,4K,Open Box,July
673,"Open Box - Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55AU8000FXZC) - 2021",1,$569.99,15.5,Samsung,LED,55,4K,Open Box,July
674,"Samsung 75"" 4K UHD HDR QLED Tizen OS Smart TV (QN75QN88AAFXZC) - 2021 - Titan Black - Only at Best Buy",323,"$2,898.97","$1,200",Samsung,LED,75,4K,New,July
675,"Open Box - LG OLED Flex 42"" 4K UHD HDR Curved OLED webOS Smart TV (42LX3QPUA)",0,"$2,799.99",$50,LG,OLED,42,4K,Open Box,July
676,"REFURBISHED (GOOD) -LG 32-inch HD Smart LED TV 32"" WebOS ThinQ AI, Game Optimizer, HDR10 Pro (32LQ630B)",0,$199.99,$550,LG,LED,32,NA,Refurbished,July
677,"REFURBISHED (GOOD) - SAMSUNG 55"" Class S95B OLED 4K Smart TV (QN55S95BD / QN55S95BA)",0,"$1,449.99",$510,Samsung,OLED,55,4K,Refurbished,July
678,"Samsung - 55"" QN55QN90AA QLED 4K Ultra HD HDR Smart TV Seller Provided Warranty Included",0,"$1,590",$102,Samsung,LED,55,4K,New,July
679,"Open Box - Samsung 32"" 720p HD LED Tizen Smart TV (UN32M4500BFXZC) - Glossy Black - Like New (Condition 10/10)",0,$197.90,15.5,Samsung,LED,32,720p,Open Box,July
680,"Samsung 85"" 4K UHD HDR QLED Tizen OS Smart TV (QN85QN90AAFXZC) - 2021 - Titan Black",2919,"$4,999.97",$150,Samsung,LED,85,4K,New,July
681,"Samsung 58"" 4K UHD HDR QLED Tizen Smart TV (QN58Q60TAFXZC) - Titan Grey - Open Box *BC/AB/SK/MB DELIVERY ONLY*",197,$849.97,$70,Samsung,LED,58,4K,Open Box,July
682,"Refurbished (Good) - Hisense 43R63G 43"" 4K UHD Smart Roku TV with Dolby Vision and HDR10",0,$329.99,15.5,Hisense,UHD,43,4K,Refurbished,July
683,"Neptune Partial Sun 65"" 4K UHD HDR LED webOS Outdoor Smart TV (NT653)",0,"$3,699.99",$560,Neptune Partial,LED,65,4K,New,July
684,"Refurbished (Good) SAMSUNG 75"" Class Q60B-Series QLED 4K Smart TV (QN75Q60B)",0,"$1,299.99",15.5,Samsung,LED,75,4K,Refurbished,July
685,"Open Box - Samsung 75"" 4K UHD HDR QLED Smart TV (QN75Q60CAFXZC) - 2023 - Titan Grey",0,"$1,599.99",$500,Samsung,LED,75,4K,Open Box,July
686,"Open Box - Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65QN88BAFXZC) - Titan Black",0,"$1,399.99",$490,Samsung,LED,65,4K,Open Box,July
687,"Refurbished (Excellent) - Sony X80K 75"" 4K UHD HDR LED Smart Google TV (KD75X80K) - *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,109.99",15.5,Sony,LED,75,4K,Refurbished,July
688,"Open Box - LG 77"" 4K UHD HDR OLED webOS Smart TV (OLED77GXPUA)",0,"$6,079.99",$125,LG,OLED,77,4K,Open Box,July
689,Open Box - LG US670H Pro:Centric 4K HDR Smart LED Hospitality 43'' TV,0,$687.99,0,LG,LED,50,4K,Open Box,July
690,"Tcl 40"" Class 3-series Full Hd 1080p Led Smart Roku‚ 40s355",0,$589.99,$385,TCL,HD,40,1080p,New,July
691,"Refurbished (Excellent) - Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q75AAFXZC) - *LOCAL TORONTO DELIVERY ONLY*",0,$914.97,15.5,Samsung,LED,65,4K,Refurbished,July
692,"Open Box - Samsung 65"" 4K UHD HDR Neo QLED Tizen Smart TV (QN65QN9DAAFXZC)",0,"$1,529.99",0,Samsung,LED,65,4K,Open Box,July
693,Hisense A4 Series 43-Inch Class FHD Smart Android TV with DTS Virtual X,106,$697.61,$180,Hisense,HD,43,NA,New,July
694,"Refurbished (Excellent) - Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55TU690TFXZC) - 2022 - *BC/AB/SK/MB DELIVERY ONLY*",0,$519.99,15.5,Samsung,LED,55,4K,Refurbished,July
695,"Open Box - LG NanoCell 55"" 4K UHD HDR LED webOS Smart TV (55NANO80UPA) - 2021",536,"$1,019.99",15.5,LG,LED,55,4K,Open Box,July
696,"Open Box - Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65QN85AAFXZC) - 2021 - Titan Black",0,"$1,689.99",15.5,Samsung,LED,65,4K,Open Box,July
697,"LG NanoCell 65"" 4K UHD HDR LED webOS Smart TV (65NANO75UPA) - 2021",924,"$1,499.97",$550,LG,LED,65,4K,New,July
698,"REFURBISHED (GOOD) - SAMSUNG 55"" Class S95B OLED 4K Smart TV (QN55S95BA / QN55S95BD)",0,"$1,449.99",0,Samsung,OLED,55,4K,Refurbished,July
699,"SunBriteTV Veranda SB-V-43-4KHDR-BL 43"" LED-LCD TV - 4K UHDTV - Black",64,"$2,399.99",$320,SunBrite,LED,43,4K,New,July
700,"Refurbished (Excellent) - LG 65"" 4K UHD HDR QNED webOS Smart TV (65QNED80UQA) - Dark Titan Silver/Ashed Blue - *BC/AB/SK/MB DELIVERY ONLY*",0,$779.99,$100,LG,QNED,65,4K,Refurbished,July
701,"Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55TU7000FXZC) - Titan Grey OPEN BOX with One Year DC Canada Warranty",0,$799.99,$300,Samsung,LED,55,4K,Open Box,July
702,"REFURBISHED (GOOD) - SAMSUNG 70"" Class Q60B-Series QLED 4K Smart TV (QN70Q60BD)",0,"$1,199.99",$570,Samsung,LED,70,4K,Refurbished,July
703,"Refurbished (Excellent) - LG C7 55"" 4K UHD HDR OLED webOS 3.5 Smart TV (OLED55C7P) - *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,199.97",$115,LG,OLED,55,4K,Refurbished,July
704,"Refurbished (Excellent) - Samsung 58"" 4K UHD HDR LED Tizen Smart TV (UN58RU7100FXZC) - *BC/AB/SK/MB DELIVERY ONLY*",0,$583.97,$420,Samsung,LED,58,4K,Refurbished,July
705,Refurbished(Good) - SAMSUNG 60” Class Q60B QLED 4K Smart TV (QN60Q60B),0,$879.99,0,Samsung,LED,60,4K,Refurbished,July
706,"LG 42"" 4K UHD HDR OLED webOS Evo ThinkQ AI Smart TV (OLED42C2PUA) - 2022 - Dark Titan Silver - Refurbished",0,"$1,449",$335,LG,OLED,42,4K,Refurbished,July
707,"Refurbished (Excellent) - Samsung 65"" 4K UHD HDR LED Tizen Smart TV (UN65AU8000FXZC) - 2021 - *LOCAL TORONTO DELIVERY ONLY*",0,$664.97,$325,Samsung,LED,65,4K,Refurbished,July
708,"Open Box - LG NanoCell 70"" 4K UHD HDR LED webOS Smart TV (70NANO75UQA) - 2022 - Ashed Blue *LOCAL TORONTO DELIVERY ONLY*",0,$874.99,$400,LG,LED,70,4K,Open Box,July
709,"REFURBISHED (GOOD) -SAMSUNG 65"" Class Q60C QLED 4K Smart TV (QN65Q60CD / QN65Q60CA)",0,$899.99,0,Samsung,LED,65,4K,Refurbished,July
710,"Vizio D-series 24"" Class 1080p Full-array Led Hd Smart Tv - D24f-j09",0,$449.99,$420,VIZIO,HDR,24,1080p,New,July
711,"Refurbished (Excellent) - Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q80BAFXZC) - Titan Black - *BC/AB/SK/MB DELIVERY ONLY*",0,$779.99,$45,Samsung,LED,55,4K,Refurbished,July
712,"Insignia 65"" 4K UHD HDR QLED Smart TV (NS-65F501CA22) -Fire TV Edition -2020 -Open Box *BC/AB/SK/MB DELIVERY ONLY*",0,$654.97,$285,Insignia,LED,65,4K,Open Box,July
713,"Open Box - Samsung 55"" 4K UHD HDR QLED Tizen OS Smart TV (QN55QN90AAFXZC) - 2021 - Titan Black",0,"$1,214.97","$2,499",Samsung,LED,55,4K,Open Box,July
714,"Samsung The Terrace 65"" 4K UHD HDR QLED Tizen Smart Outdoor TV (QN65LST7TAFXZC) - Titan Black - Open Box",0,"$4,499",15.5,Samsung,LED,65,4K,Open Box,July
715,"Open Box - Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q60TAFXZC) - Titan Grey",2,$839.99,15.5,Samsung,LED,55,4K,Open Box,July
716,"Open Box - LG 75"" 4K UHD HDR LCD webOS Smart TV (75UN8570AUD)",0,"$1,729.99",15.5,LG,LCD,75,4K,Open Box,July
717,"Open Box - Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q6DTAFXZC) - 2020 - Titan Grey",0,"$1,079.99",15.5,Samsung,LED,65,4K,Open Box,July
718,"Open Box - LG NanoCell 50"" 4K UHD HDR LED webOS Smart TV (50NANO80UPA) - 2021",204,$799.99,$40,LG,LED,50,4K,Open Box,July
719,"Insignia 32"" 720p HD LED TV (NS-32D310CA21) - 2020 -Open Box",0,$159.99,15.5,Insignia,LED,32,720p,Open Box,July
720,"Open Box - Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55CU8000FXZC) - 2023",0,$679.99,15.5,Samsung,LED,55,4K,Open Box,July
721,"LG 65"" 4K UHD HDR QNED webOS Smart TV (65QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue - Open Box",0,"$1,759.99",15.5,LG,QNED,65,4K,Open Box,July
722,"LG NanoCell 75"" 4K UHD HDR LED webOS Smart TV (75NANO85APA) - 2021",204,"$2,999.97",0,LG,LED,75,4K,New,July
723,"Samsung QN65QN95BAFXZC 65"" Neo QLED 4K Smart TV - Open Box - 10/10 Condition",0,"$2,899.99",$265,Samsung,LED,65,4K,Open Box,July
724,"Refurbished (Excellent) - Sony X80K 55"" 4K UHD HDR LED Smart Google TV (KD55X80K) - 2022 - *BC/AB/SK/MB DELIVERY ONLY*",0,$684.99,$25,Sony,LED,55,4K,Refurbished,July
725,"RCA 24 ""720P LED HD TV (Open Box)",0,$124.99,15.5,RCA,LED,60,NA,Open Box,July
726,"LG 86"" 4K UHD HDR QNED webOS Smart TV (86QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue - Open Box",204,"$4,239.99",0,LG,QNED,86,4K,Open Box,July
727,"Hisense 43"" 4K UHD HDR LED Vidaa Smart TV (43A6GV) - 2021 - Open Box",0,$324.99,$650,Hisense,LED,43,4K,Open Box,July
728,"Refurbished (Excellent) - LG NanoCell 55"" 4K UHD HDR LED webOS Smart TV (55NANO75UPA) - 2021 - *BC/AB/SK/MB DELIVERY ONLY*",0,$549.97,$320,LG,LED,55,4K,Refurbished,July
729,"Refurbished (Excellent) - Sony X85K 55"" 4K UHD HDR LED Smart Google TV (KD55X85K) - *BC/AB/SK/MB DELIVERY ONLY*",0,$779.99,$699,Sony,LED,55,4K,Refurbished,July
730,"Samsung 82"" 4K UHD HDR QLED Tizen Smart TV (QN82Q7DRAF)",0,"$4,299.99",$250,Samsung,LED,82,4K,New,July
731,"Refurbished (Good) - VIZIO 24""Â Class HD (720P) Smart LED TV (D24h-G9)",1,$149.99,"$1,100",VIZIO,LED,24,NA,Refurbished,July
732,"Samsung The Frame 85"" 4K UHD HDR QLED Tizen Smart TV (QN85LS03BAFXZC) - 2022 - Charcoal Black - Open Box",0,"$4,398",0,Samsung,LED,85,4K,Open Box,July
733,"SAMSUNG 55"" 4K SMART LED TV",20521,$775.99,15.5,Samsung,LED,55,4K,New,July
734,"Open Box - LG NanoCell 75"" 4K UHD HDR LED webOS Smart TV (75NANO90UPA) - 2021",531,"$1,619.99",0,LG,LED,75,4K,Open Box,July
735,"Refurbished (Good) - TCL 6Series 65"" 4K UHD LED LCD Roku OS Smart TV (65R615CAB)",4,$778.99,$400,TCL 6Series 65,LED,65,4K,Refurbished,July
736,"REFURBISHED (GOOD) - SAMSUNG 75"" Class Q80B QLED 4K Smart TV (QN75Q80BD)",0,"$1,599.99",15.5,Samsung,LED,75,4K,Refurbished,July
737,"Samsung 85"" 4K UHD HDR LED Tizen OS Smart TV (UN85AU7980FXZC) - 2021 - Titan Grey",5,"$2,499.97",$184,Samsung,LED,85,4K,New,July
738,"LG Commercial Lite 43"" 4K UHD HLG LED TV (43UR340C9UD) - Navy Blue",0,$614.37,$500,LG,LED,43,4K,New,July
739,"Open Box - LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65B2PUA)",0,"$2,999.99",0,LG,OLED,65,4K,Open Box,July
740,"Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55QN88BAFXZC) -Titan Black -Only at Best Buy -Open Box",0,"$1,279.99","$1,501",Samsung,LED,55,4K,Open Box,July
741,"Refurbished (Good) - LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65G1PUA) - 2021",0,"$2,099",15.5,LG,OLED,65,4K,Refurbished,July
742,"Neptune Partial Sun 75"" 4K UHD HDR LED webOS Outdoor Smart TV (NT753)",0,"$4,999.99",0,Neptune Partial,LED,75,4K,New,July
743,"Refurbished (Good) - TCL 4Series 75"" 4K UHD HDR LED Roku TV Smart TV (75S425CAB) 2019",1,$749.99,$270,TCL,LED,75,4K,Refurbished,July
744,"Refurbished (Excellent) - Sony 55"" 4K UHD HDR LED Android Smart TV (XBR55X900F) - *BC/AB/SK/MB DELIVERY ONLY*",0,$828.97,0,Sony,LED,55,4K,Refurbished,July
745,"Samsung 85"" 8K UHD Neo QLED Tizen Smart TV (QN85QN800BFXZC) - Stainless Steel - Open Box",0,"$5,039.99","$1,095",Samsung,LED,85,8K,Open Box,July
746,"Sony BRAVIA XR A90J 65"" 4K UHD HDR OLED Smart Google TV (XR65A90J) - 2021 - Open Box *BC/AB/SK/MB DELIVERY ONLY*",0,"$2,504.97",$551,Sony,OLED,65,4K,Open Box,July
747,"Refurbished (Excellent) - LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55C1AUB) - 2021 - *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,419.97",15.5,LG,OLED,55,4K,Refurbished,July
748,"Open Box - LG 75"" 4K UHD HDR LED webOS Smart TV (75UP8070PUA) - 2021",191,"$1,529.99",$330,LG,LED,75,4K,Open Box,July
749,"Refurbished (Excellent) - Sony BRAVIA XR 55"" 4K UHD HDR LED Google Smart TV (XR55X90J) - 2021 - *BC/AB/SK/MB DELIVERY ONLY*",0,$968.97,$70,Sony,LED,55,4K,Refurbished,July
750,"Refurbished (Good) - TCL Class 3-Series 32"" 720p HD LED Roku Smart TV (32S331)",0,$149.99,15.5,TCL,LED,32,720p,Refurbished,July
751,"LG NanoCell 65"" 4K UHD HDR LED webOS Smart TV (65NANO80UPA) - 2021 - Only at Best Buy",555,"$1,599.97",15.5,LG,LED,65,4K,New,July
752,"Samsung The Serif 65"" 4K UHD HDR QLED Tizen Smart TV (QN65LS01BAFXZC) - 2022 - Cloud White -Open Box",0,"$1,919.99",15.5,Samsung,LED,65,4K,Open Box,July
753,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q80BAFXZC) - Titan Black - Open Box",0,"$1,599.99",$370,Samsung,LED,75,4K,Open Box,July
754,"REFURBISHED (GOOD) - LG 55"" Class B2 series OLED 4K UHD Smart webOS 22 w/ThinQ AI TV (OLED55B2PUA)",0,"$1,209.99","$2,395",LG,OLED,55,4K,Refurbished,July
755,"Refurbished (Excellent) - Sony BRAVIA XR A90J 83"" 4K UHD HDR OLED Smart Google TV (XR83A90J) - 2021 - *BC/AB/SK/MB DELIVERY ONLY*",0,"$4,804.99",0,Sony,OLED,83,4K,Refurbished,July
756,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q60RAFXZC) - Open Box",0,"$1,529.99",0,Samsung,LED,75,4K,Open Box,July
757,"Tcl 65"" 4k Uhd Hdr Smart Roku Tv - 65s455",0,"$1,199.99",$550,TCL,UHD,65,4K,,July
758,"Refurbished (Good) - VIZIO 75"" Class 4K UHD LED SmartCast Smart TV HDR V-Series (V756X-J03)",0,$749.99,0,VIZIO,LED,75,4K,Refurbished,July
759,"Refurbished (Excellent) Samsung LS24R350FZNXZA 24"" LED-Lit Monitor 75Hz Freesync Dark Blue Grey",0,$160,$500,Samsung,LED,24,8K,Refurbished,July
760,"REFURBISHED (GOOD) - SAMSUNG 75"" Class QN85 Neo QLED 4K Smart TV (QN75QN85BD / QN75QN85BA)",0,"$1,999.99","$2,835",Samsung,LED,75,4K,Refurbished,July
761,"Refurbished (Excellent) - Samsung 85"" 8K UHD QLED Tizen Smart TV (QN85QN900BFXZC) - Stainless Steel - *BC/AB/SK/MB DELIVERY ONLY*",0,"$5,664.95",15.5,Samsung,LED,85,8K,Refurbished,July
762,"Open Box - LG 70"" 4K UHD HDR LED webOS Smart TV (70UP7570AUD) - 2021",0,"$1,299.99",$285,LG,LED,70,4K,Open Box,July
763,"Refurbished (Excellent) - Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q75AAFXZC) - *BC/AB/SK/MB DELIVERY ONLY*",0,$714.95,$350,Samsung,LED,55,4K,Refurbished,July
764,"Refurbished (Good) - Samsung 55"" 4K UHD HDR QLED Tizen OS Smart TV (QN55QN90AAFXZC) - 2021 - Titan Black - *LOCAL TORONTO DELIVERY ONLY*",0,"$1,149.96",$350,Samsung,LED,55,4K,Refurbished,July
765,"Open Box Sony BRAVIA 55"" 4K UHD HDR LED Google TV Smart TV (XR55X90K) - 2022*Local Toronto Delivery Only*",0,$849.99,"$1,320",Sony,LED,55,4K,Open Box,July
766,"Open Box - Samsung 75"" 8K UHD Neo QLED Tizen Smart TV (QN75QN800BFXZ) - Stainless Steel *LOCAL TORONTO DELIVERY ONLY*",0,"$2,979.97",$830,Samsung,LED,75,8K,Open Box,July
767,"Open Box - Samsung 65"" 8K UHD Neo QLED Tizen Smart TV (QN65QN800BFXZC) - Stainless Steel *LOCAL TORONTO DELIVERY ONLY*",0,"$2,369.95",$105,Samsung,LED,65,8K,Open Box,July
768,"Open Box - LG 55"" 4K UHD HDR LED webOS Smart TV Smart TV (55UP7000PUA) - 2021",0,$644.97,$172,LG,LED,55,4K,Open Box,July
769,SAMSUNG QN32Q50AA OPEN BOX 10/10,0,$426,"$1,100",Samsung,NA,32,NA,Open Box,July
770,"Refurbished (Good) LG OLED77G2PUA 77"" G2 4K UHD HDR OLED webOS Evo Gallery Smart TV - Satin Silver",0,"$3,899",$360,LG,OLED,77,4K,Refurbished,July
771,"LG 65"" 4K UHD HDR LED webOS Smart TV (65SM8100AUA) - Open Box *LOCAL TORONTO DELIVERY ONLY*",53,$838.97,15.5,LG,LED,65,4K,Open Box,July
772,"Open Box - LG 55"" 4K UHD HDR LED webOS Smart TV (55UM7300AUE)",672,$689.99,$450,LG,LED,55,4K,Open Box,July
773,"Refurbished (Good) - VIZIO 65"" CLASS M-SERIES QUANTUM 4K HDR SMART TV (M65Q7-J01)",0,$549.99,$97,VIZIO,HDR,65,4K,Refurbished,July
774,"Refurbished (Good) - RCA 24"" Class HD (720P) LED TV (RT2412)",0,$103.49,$371,RCA,LED,24,NA,Refurbished,July
775,"Refurbished (Good) - LG OLED48C2PUA 48"" 4K UHD HDR OLED webOS Evo ThinQ AI Smart TV - OLED48C2 C2 Series",0,"$1,329",$180,LG,OLED,48,4K,Refurbished,July
776,"Refurbished (Good) - VIZIO 50"" CLASS 4K UHD LED SMARTCAST SMART TV V-SERIES ( V505-H )",0,$399.99,"$1,500",VIZIO,LED,50,4K,Refurbished,July
777,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65GXPUA) - Open Box *LOCAL TORONTO DELIVERY ONLY*",0,"$3,498.97",$50,LG,OLED,65,4K,Open Box,July
778,"Refurbished (Good) - SAMSUNG UN43TU7000 43"" CLASS TU7000 4K UHD CRYSTAL SMART TV (2020)",0,$449.99,$159,Samsung,UHD,43,4K,Refurbished,July
779,"Refurbished (Good) - RCA 32"" 720P 60HZ HD ROKU SMART LED TV (RTR3261)-",0,$179.99,$300,RCA,LED,32,8K,Refurbished,July
780,"REFURBISHED (GOOD) -SAMSUNG 65"" Class CU7000-Series Crystal Ultra HD 4K Smart TV ( UN65CU7000B)",0,$649.99,$42,Samsung,HD,65,Ultra HD,Refurbished,July
781,"LG 43"" 4K UHD HDR LED TAA Compliant Smart TV (43UR640S9UD) - Black",0,$658.39,$95,LG,LED,43,4K,New,July
782,"Open Box - Insignia 43"" 1080p HD LED TV (NS-43D420NA20)",0,$284.97,$145,Insignia,LED,43,1080p,Open Box,July
783,"Refurbished (Excellent) - Samsung 50"" 4K UHD HDR LED Tizen Smart TV (UN50TU8000FXZC)",0,$503.97,$401,Samsung,LED,50,4K,Refurbished,July
784,"Refurbished (Good) - LG LG OLED48A2PUA 48"" 4K OLED UHD Smart wevOS 22 with ThinQ AI TV",0,"$1,099",0,LG,OLED,48,4K,Refurbished,July
785,"50"" Furrion Aurora Weatherproof Outdoor Smart TV, 4K UHD LED, Partial Sun",0,"$2,698",$78,"50"" Furrion Aurora Weatherproof Outdoor Smart TV",LED,50,4K,New,July
786,"Samsung NT670U Series 55"" 4K UHD LED TV - (HG55NT670UFXZA)",0,$773.99,$420,Samsung,LED,55,4K,New,July
787,"Refurbished (Good) - Philips 75"" Class 4K Ultra HD (2160p) Android Smart LED TV with Google Assistant (75PFL5604/F7)",0,$799.99,$260,Philips,LED,75,4K,Refurbished,July
788,"Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q70TAFXZC) - Black - Open Box *LOCAL TORONTO DELIVERY ONLY*",4793,$838.97,0,Samsung,LED,55,4K,Open Box,July
789,"Refurbished (Good) - LG 65"" G2 4K UHD HDR OLED webOS Evo Gallery Smart TV (OLED65G2PUA) - 2022 - Satin Silver",0,"$3,999.99",$90,LG,OLED,65,4K,Refurbished,July
